userid,wallclock_runtime_sec,wallclock_limit_sec,cpu_dominant,num_cores,total_MB_req,status,time,job_id
0,285.1143160404134,0,1,1,4096,DONE,2025-01-01 00:07:58.144148437,86
0,1967.4975867261498,0,1,1,4096,DONE,2025-01-01 00:08:06.977970879,87
0,1995.5337515463711,0,1,1,4096,DONE,2025-01-01 00:08:18.789839610,88
0,50.08154935956189,0,1,1,4096,DONE,2025-01-01 00:08:19.066630731,89
0,202.8052808386971,0,1,1,4096,DONE,2025-01-01 00:08:39.338100722,90
0,415.0852043137186,0,1,1,4096,DONE,2025-01-01 00:08:49.055907771,91
0,23.234706454922513,0,1,1,4096,DONE,2025-01-01 00:08:50.915695668,92
0,618.6202151038926,0,1,1,4096,DONE,2025-01-01 00:08:57.223677590,93
0,529.6957900415437,0,1,1,4096,DONE,2025-01-01 00:08:57.553863268,94
0,103.32115659131586,0,1,1,4096,DONE,2025-01-01 00:08:58.956973512,95
0,1805.8517365258388,0,1,1,4096,DONE,2025-01-01 00:09:00.356526273,96
0,682.9213928301108,0,1,1,4096,DONE,2025-01-01 00:09:04.464822351,97
0,262.7268669590424,0,1,1,4096,DONE,2025-01-01 00:09:08.526241874,98
0,66.41620801692454,0,1,1,4096,DONE,2025-01-01 00:09:09.743605076,99
0,808.3193158112115,0,1,1,4096,DONE,2025-01-01 00:09:12.737501026,100
0,110.09273923692383,0,1,1,4096,DONE,2025-01-01 00:09:16.209100302,101
0,1588.6913454210023,0,1,1,4096,DONE,2025-01-01 00:09:19.059304603,102
0,50.8971345828396,0,1,1,4096,DONE,2025-01-01 00:09:23.874378368,103
0,470.8616304356752,0,1,1,4096,DONE,2025-01-01 00:09:23.913150399,104
0,775.963568582475,0,1,1,4096,DONE,2025-01-01 00:09:24.913535969,105
0,451.4511705433709,0,1,1,4096,DONE,2025-01-01 00:09:33.008174209,106
0,427.71476017648814,0,1,1,4096,DONE,2025-01-01 00:09:34.734197285,107
0,445.21726093564286,0,1,1,4096,DONE,2025-01-01 00:09:34.838394250,108
0,148.3537108184207,0,1,1,4096,DONE,2025-01-01 00:09:38.769553725,109
0,5.391726517818992,0,1,1,4096,DONE,2025-01-01 00:09:38.871904127,110
0,122.06866709601854,0,1,1,4096,DONE,2025-01-01 00:09:38.899821891,111
0,629.1771169425217,0,1,1,4096,DONE,2025-01-01 00:09:46.639308230,112
0,0.18131380275690573,0,1,1,4096,DONE,2025-01-01 00:09:46.747363029,113
0,38.16946699763428,0,1,1,4096,DONE,2025-01-01 00:09:47.229552293,114
0,281.90614253940146,0,1,1,4096,DONE,2025-01-01 00:09:47.380612251,115
0,241.73500067341598,0,1,1,4096,DONE,2025-01-01 00:09:54.850148521,116
0,446.87594956847977,0,1,1,4096,DONE,2025-01-01 00:09:54.961756527,117
0,661.4508280285808,0,1,1,4096,DONE,2025-01-01 00:10:04.357754091,118
0,980.9827958112654,0,1,1,4096,DONE,2025-01-01 00:10:04.794800645,119
0,677.8616606029748,0,1,1,4096,DONE,2025-01-01 00:10:07.123007099,120
0,1910.848494603021,0,1,1,4096,DONE,2025-01-01 00:10:08.355627301,121
0,1089.2944372824188,0,1,1,4096,DONE,2025-01-01 00:10:08.394935624,122
0,1276.3480225537899,0,1,1,4096,DONE,2025-01-01 00:10:15.953724150,123
0,315.2881372510722,0,1,1,4096,DONE,2025-01-01 00:10:18.664489991,124
0,345.3588295043704,0,1,1,4096,DONE,2025-01-01 00:10:23.818148512,125
0,740.8689754336513,0,1,1,4096,DONE,2025-01-01 00:10:27.197460832,126
0,179.56362506997704,0,1,1,4096,DONE,2025-01-01 00:10:36.507977170,127
0,838.3145572845459,0,1,1,4096,DONE,2025-01-01 00:10:45.856429456,128
0,1261.7069048075116,0,1,1,4096,DONE,2025-01-01 00:10:50.984996092,129
0,312.8023013105348,0,1,1,4096,DONE,2025-01-01 00:11:04.003063189,130
0,8.285675078007518,0,1,1,4096,DONE,2025-01-01 00:11:06.410107377,131
0,1108.4188275365334,0,1,1,4096,DONE,2025-01-01 00:11:18.486428685,132
0,1829.9074537334654,0,1,1,4096,DONE,2025-01-01 00:11:21.408729910,133
0,96.62170407946923,0,1,1,4096,DONE,2025-01-01 00:11:26.292027332,134
0,476.6767869870343,0,1,1,4096,DONE,2025-01-01 00:11:28.579049413,135
0,24.75055909314823,0,1,1,4096,DONE,2025-01-01 00:11:32.667747660,136
0,556.2542520799241,0,1,1,4096,DONE,2025-01-01 00:11:34.184096357,137
0,407.3959401690663,0,1,1,4096,DONE,2025-01-01 00:11:35.804179220,138
0,380.1009498685965,0,1,1,4096,DONE,2025-01-01 00:11:43.122829634,139
0,157.09141241903458,0,1,1,4096,DONE,2025-01-01 00:11:43.948092414,140
0,17.312223208103976,0,1,1,4096,DONE,2025-01-01 00:11:44.390863024,141
0,80.10787744954341,0,1,1,4096,DONE,2025-01-01 00:11:45.606671556,142
0,253.31798010542266,0,1,1,4096,DONE,2025-01-01 00:11:45.876836836,143
0,2377.9934845308026,0,1,1,4096,DONE,2025-01-01 00:11:46.472746029,144
0,784.8465142837156,0,1,1,4096,DONE,2025-01-01 00:11:49.908506698,145
0,228.08503832245628,0,1,1,4096,DONE,2025-01-01 00:11:57.241401662,146
0,639.3844421993764,0,1,1,4096,DONE,2025-01-01 00:12:07.321588937,147
0,558.6822736938229,0,1,1,4096,DONE,2025-01-01 00:12:08.127681628,148
0,152.93057949351234,0,1,1,4096,DONE,2025-01-01 00:12:19.856773873,149
0,1909.5357139756081,0,1,1,4096,DONE,2025-01-01 00:12:27.799255214,150
0,219.5037179089943,0,1,1,4096,DONE,2025-01-01 00:12:36.623036184,151
0,144.94820486797096,0,1,1,4096,DONE,2025-01-01 00:12:37.400536744,152
0,323.42626806119034,0,1,1,4096,DONE,2025-01-01 00:12:55.133789791,153
0,895.0197528490304,0,1,1,4096,DONE,2025-01-01 00:13:01.313587045,154
0,186.69074872640667,0,1,1,4096,DONE,2025-01-01 00:13:05.625636933,155
0,1295.1503599272196,0,1,1,4096,DONE,2025-01-01 00:13:06.217863916,156
0,561.3959713487797,0,1,1,4096,DONE,2025-01-01 00:13:09.101980616,157
0,477.1983094570582,0,1,1,4096,DONE,2025-01-01 00:13:14.424613283,158
0,78.58551609536025,0,1,1,4096,DONE,2025-01-01 00:13:15.311420583,159
0,373.96496000666815,0,1,1,4096,DONE,2025-01-01 00:13:18.222763741,160
0,225.28864271921677,0,1,1,4096,DONE,2025-01-01 00:13:19.290140574,161
0,200.3111879043856,0,1,1,4096,DONE,2025-01-01 00:13:24.395913085,162
0,2252.8361578689364,0,1,1,4096,DONE,2025-01-01 00:13:31.017970308,163
0,1308.013725592044,0,1,1,4096,DONE,2025-01-01 00:13:33.443017779,164
0,30.456906669143283,0,1,1,4096,DONE,2025-01-01 00:13:34.420002672,165
0,121.55032676364033,0,1,1,4096,DONE,2025-01-01 00:13:35.124628618,166
0,42.95118325803512,0,1,1,4096,DONE,2025-01-01 00:13:35.449219056,167
0,449.92067222913215,0,1,1,4096,DONE,2025-01-01 00:13:44.643641732,168
0,1902.3440789024596,0,1,1,4096,DONE,2025-01-01 00:13:46.630579537,169
0,286.9996968450607,0,1,1,4096,DONE,2025-01-01 00:13:47.066500049,170
0,1644.00677385242,0,1,1,4096,DONE,2025-01-01 00:13:51.422108142,171
0,913.2520078932658,0,1,1,4096,DONE,2025-01-01 00:13:59.679653629,172
0,845.957964725612,0,1,1,4096,DONE,2025-01-01 00:14:15.807470120,173
0,908.8543267871036,0,1,1,4096,DONE,2025-01-01 00:14:19.137033567,174
0,125.59204615608773,0,1,1,4096,DONE,2025-01-01 00:14:22.263604032,175
0,174.74332330998686,0,1,1,4096,DONE,2025-01-01 00:14:25.541600575,176
0,120.37767137872669,0,1,1,4096,DONE,2025-01-01 00:14:26.466910931,177
0,266.8096677900636,0,1,1,4096,DONE,2025-01-01 00:14:30.747313291,178
0,1410.7728593912568,0,1,1,4096,DONE,2025-01-01 00:14:38.961082447,179
0,438.5619050754769,0,1,1,4096,DONE,2025-01-01 00:14:40.716780490,180
0,379.33440932142946,0,1,1,4096,DONE,2025-01-01 00:14:42.423940193,181
0,964.2459998089925,0,1,1,4096,DONE,2025-01-01 00:14:46.746887127,182
0,631.5680665717515,0,1,1,4096,DONE,2025-01-01 00:15:00.732565678,183
0,247.57193382887615,0,1,1,4096,DONE,2025-01-01 00:15:01.244988717,184
0,563.8887129273272,0,1,1,4096,DONE,2025-01-01 00:15:06.829257074,185
0,660.6478982367913,0,1,1,4096,DONE,2025-01-01 00:15:09.583614550,186
0,36.27893377662884,0,1,1,4096,DONE,2025-01-01 00:15:11.754760007,187
0,252.90715427277644,0,1,1,4096,DONE,2025-01-01 00:15:15.628519658,188
0,965.1400071785964,0,1,1,4096,DONE,2025-01-01 00:15:24.938939595,189
0,1178.375000465709,0,1,1,4096,DONE,2025-01-01 00:15:34.876051309,190
0,52.35466860711204,0,1,1,4096,DONE,2025-01-01 00:15:43.467871791,191
0,308.88966819195406,0,1,1,4096,DONE,2025-01-01 00:15:49.606023449,192
0,362.78037328701,0,1,1,4096,DONE,2025-01-01 00:16:09.480204395,193
0,395.06434088395963,0,1,1,4096,DONE,2025-01-01 00:16:09.899686592,194
0,356.1983159843067,0,1,1,4096,DONE,2025-01-01 00:16:17.223895653,195
0,1634.6408084572429,0,1,1,4096,DONE,2025-01-01 00:16:28.901463083,196
0,365.21148558189344,0,1,1,4096,DONE,2025-01-01 00:16:31.356339872,197
0,163.99529191620115,0,1,1,4096,DONE,2025-01-01 00:16:31.378414668,198
0,311.95882132770515,0,1,1,4096,DONE,2025-01-01 00:16:40.603061935,199
0,154.23794988590024,0,1,1,4096,DONE,2025-01-01 00:16:42.221856115,200
0,348.3024145698014,0,1,1,4096,DONE,2025-01-01 00:16:44.081019384,201
0,360.84144036427784,0,1,1,4096,DONE,2025-01-01 00:16:46.195200542,202
0,378.71265149574697,0,1,1,4096,DONE,2025-01-01 00:16:50.039708363,203
0,923.254328495584,0,1,1,4096,DONE,2025-01-01 00:17:01.564106660,204
0,597.701459578713,0,1,1,4096,DONE,2025-01-01 00:17:05.482653080,205
0,333.2855438484183,0,1,1,4096,DONE,2025-01-01 00:17:06.690121265,206
0,581.9736047384785,0,1,1,4096,DONE,2025-01-01 00:17:15.178998865,207
0,369.74574938438127,0,1,1,4096,DONE,2025-01-01 00:17:17.312737613,208
0,486.5426087151717,0,1,1,4096,DONE,2025-01-01 00:17:18.980020634,209
0,382.83210258120005,0,1,1,4096,DONE,2025-01-01 00:17:26.063928768,210
0,911.562182463896,0,1,1,4096,DONE,2025-01-01 00:17:26.697804362,211
0,286.1441274441609,0,1,1,4096,DONE,2025-01-01 00:17:34.555985060,212
0,67.52859257141614,0,1,1,4096,DONE,2025-01-01 00:17:38.997321881,213
0,155.66373099044154,0,1,1,4096,DONE,2025-01-01 00:17:41.917753515,214
0,643.5498069091769,0,1,1,4096,DONE,2025-01-01 00:17:47.411128637,215
0,160.87174934349147,0,1,1,4096,DONE,2025-01-01 00:17:52.450572974,216
0,497.9229883901064,0,1,1,4096,DONE,2025-01-01 00:17:52.492732484,217
0,1041.6837872893047,0,1,1,4096,DONE,2025-01-01 00:17:53.410932313,218
0,359.8873254588169,0,1,1,4096,DONE,2025-01-01 00:17:56.396119913,219
0,79.93789572307922,0,1,1,4096,DONE,2025-01-01 00:18:14.291719578,220
0,1189.285974378362,0,1,1,4096,DONE,2025-01-01 00:18:21.534778237,221
0,526.6481876058886,0,1,1,4096,DONE,2025-01-01 00:18:25.394816217,222
0,531.5376633813265,0,1,1,4096,DONE,2025-01-01 00:18:27.685951817,223
0,1078.3383972731422,0,1,1,4096,DONE,2025-01-01 00:18:39.828254491,224
0,230.26301088157848,0,1,1,4096,DONE,2025-01-01 00:18:41.798194895,225
0,439.0610352100273,0,1,1,4096,DONE,2025-01-01 00:18:48.511404290,226
0,80.18489314474076,0,1,1,4096,DONE,2025-01-01 00:18:52.021495822,227
0,452.3679801645201,0,1,1,4096,DONE,2025-01-01 00:18:52.076710086,228
0,1040.497829545761,0,1,1,4096,DONE,2025-01-01 00:18:59.181243704,229
0,299.38502618573585,0,1,1,4096,DONE,2025-01-01 00:19:01.870045187,230
0,87.03024240337986,0,1,1,4096,DONE,2025-01-01 00:19:04.213921236,231
0,261.6709939497356,0,1,1,4096,DONE,2025-01-01 00:19:08.953038063,232
0,51.46470061638702,0,1,1,4096,DONE,2025-01-01 00:19:10.079937821,233
0,433.17319301916444,0,1,1,4096,DONE,2025-01-01 00:19:27.977857742,234
0,54.26000473078818,0,1,1,4096,DONE,2025-01-01 00:19:31.990154578,235
0,125.84599949038444,0,1,1,4096,DONE,2025-01-01 00:19:36.550345231,236
0,198.1177026598048,0,1,1,4096,DONE,2025-01-01 00:19:45.357795150,237
0,41.99505067417681,0,1,1,4096,DONE,2025-01-01 00:19:56.468619790,238
0,202.19625942101123,0,1,1,4096,DONE,2025-01-01 00:19:57.283167414,239
0,160.7858777922847,0,1,1,4096,DONE,2025-01-01 00:19:58.233550388,240
0,286.41919246371486,0,1,1,4096,DONE,2025-01-01 00:20:00.843509591,241
0,14.974203435413584,0,1,1,4096,DONE,2025-01-01 00:20:09.054231028,242
0,206.8133486088596,0,1,1,4096,DONE,2025-01-01 00:20:14.363663742,243
0,371.61767231322034,0,1,1,4096,DONE,2025-01-01 00:20:15.609118725,244
0,570.5709829666915,0,1,1,4096,DONE,2025-01-01 00:20:18.894401214,245
0,333.3882624740464,0,1,1,4096,DONE,2025-01-01 00:20:28.672895702,246
0,112.43134536884607,0,1,1,4096,DONE,2025-01-01 00:20:29.941808176,247
0,101.83738377521146,0,1,1,4096,DONE,2025-01-01 00:20:39.600961364,248
0,165.24089956241804,0,1,1,4096,DONE,2025-01-01 00:20:44.388581381,249
0,898.3867683058795,0,1,1,4096,DONE,2025-01-01 00:20:44.508531684,250
0,491.12579512048893,0,1,1,4096,DONE,2025-01-01 00:20:46.185677831,251
0,49.8919682932239,0,1,1,4096,DONE,2025-01-01 00:20:48.704755157,252
0,797.5197769822487,0,1,1,4096,DONE,2025-01-01 00:20:59.982014883,253
0,620.6627367965973,0,1,1,4096,DONE,2025-01-01 00:21:06.759180872,254
0,106.30515608650488,0,1,1,4096,DONE,2025-01-01 00:21:06.926594223,255
0,767.3368854435278,0,1,1,4096,DONE,2025-01-01 00:21:07.751952509,256
0,622.1196319307751,0,1,1,4096,DONE,2025-01-01 00:21:10.325100030,257
0,162.2709833515603,0,1,1,4096,DONE,2025-01-01 00:21:15.574961312,258
0,134.3384811704396,0,1,1,4096,DONE,2025-01-01 00:21:15.643789923,259
0,24.755607466628856,0,1,1,4096,DONE,2025-01-01 00:21:19.232919249,260
0,131.22578903418426,0,1,1,4096,DONE,2025-01-01 00:21:25.556366802,261
0,315.5301632044358,0,1,1,4096,DONE,2025-01-01 00:21:25.702279020,262
0,348.73291765675793,0,1,1,4096,DONE,2025-01-01 00:21:30.167043190,263
0,1060.5829129001293,0,1,1,4096,DONE,2025-01-01 00:21:32.836112246,264
0,143.7955080460058,0,1,1,4096,DONE,2025-01-01 00:21:38.407334192,265
0,446.5535904349585,0,1,1,4096,DONE,2025-01-01 00:21:39.078126823,266
0,131.85035841406992,0,1,1,4096,DONE,2025-01-01 00:21:47.156459619,267
0,283.76630100858443,0,1,1,4096,DONE,2025-01-01 00:21:47.821269765,268
0,988.8412858405775,0,1,1,4096,DONE,2025-01-01 00:21:49.872203865,269
0,184.2407812750923,0,1,1,4096,DONE,2025-01-01 00:21:54.946358563,270
0,1190.2102976026652,0,1,1,4096,DONE,2025-01-01 00:21:58.667251327,271
0,44.2790010626622,0,1,1,4096,DONE,2025-01-01 00:22:07.265397082,272
0,388.62724838716,0,1,1,4096,DONE,2025-01-01 00:22:12.820299226,273
0,416.2722560047168,0,1,1,4096,DONE,2025-01-01 00:22:19.048635950,274
0,1586.067695156064,0,1,1,4096,DONE,2025-01-01 00:22:22.671711372,275
0,859.0004923168403,0,1,1,4096,DONE,2025-01-01 00:22:26.433010567,276
0,497.96068123012145,0,1,1,4096,DONE,2025-01-01 00:22:27.726396295,277
0,1371.8395784852705,0,1,1,4096,DONE,2025-01-01 00:22:32.736177780,278
0,349.4189071780352,0,1,1,4096,DONE,2025-01-01 00:22:32.922006066,279
0,94.01797266804708,0,1,1,4096,DONE,2025-01-01 00:22:39.407622124,280
0,564.1099571422858,0,1,1,4096,DONE,2025-01-01 00:22:47.776675436,281
0,30.48634903070199,0,1,1,4096,DONE,2025-01-01 00:22:58.175797145,282
0,74.89243833031392,0,1,1,4096,DONE,2025-01-01 00:22:58.433784662,283
0,82.19771850774005,0,1,1,4096,DONE,2025-01-01 00:23:01.403270172,284
0,800.9928972981712,0,1,1,4096,DONE,2025-01-01 00:23:15.143212148,285
0,545.3256028346545,0,1,1,4096,DONE,2025-01-01 00:23:18.788900724,286
0,380.81308577176236,0,1,1,4096,DONE,2025-01-01 00:23:19.504993924,287
0,23.420700293850373,0,1,1,4096,DONE,2025-01-01 00:23:19.982826671,288
0,674.941643218033,0,1,1,4096,DONE,2025-01-01 00:23:27.055670067,289
0,260.9371576376477,0,1,1,4096,DONE,2025-01-01 00:23:40.819114978,290
0,379.1384380466756,0,1,1,4096,DONE,2025-01-01 00:23:45.795361544,291
0,146.657497997093,0,1,1,4096,DONE,2025-01-01 00:23:48.665748709,292
0,869.1443291572346,0,1,1,4096,DONE,2025-01-01 00:23:53.904090131,293
0,786.0805673275435,0,1,1,4096,DONE,2025-01-01 00:23:53.959753136,294
0,25.09520249062714,0,1,1,4096,DONE,2025-01-01 00:23:58.525389750,295
0,12.029902917535251,0,1,1,4096,DONE,2025-01-01 00:23:58.901177912,296
0,83.63974321592126,0,1,1,4096,DONE,2025-01-01 00:24:17.816849496,297
0,415.05624046842826,0,1,1,4096,DONE,2025-01-01 00:24:22.974748234,298
0,669.8264870289364,0,1,1,4096,DONE,2025-01-01 00:24:23.127940480,299
0,94.94553929303638,0,1,1,4096,DONE,2025-01-01 00:24:24.053751421,300
0,398.10873752935794,0,1,1,4096,DONE,2025-01-01 00:24:24.793071123,301
0,181.54363454165326,0,1,1,4096,DONE,2025-01-01 00:24:29.463548436,302
0,700.8673819249976,0,1,1,4096,DONE,2025-01-01 00:24:30.894998289,303
0,536.6232636371702,0,1,1,4096,DONE,2025-01-01 00:24:32.413944176,304
0,445.701537361141,0,1,1,4096,DONE,2025-01-01 00:24:36.410299468,305
0,262.00538174827403,0,1,1,4096,DONE,2025-01-01 00:24:44.652639389,306
0,239.81669522017626,0,1,1,4096,DONE,2025-01-01 00:24:44.929461840,307
0,43.417003375649315,0,1,1,4096,DONE,2025-01-01 00:24:49.751066517,308
0,149.93459525442498,0,1,1,4096,DONE,2025-01-01 00:24:51.819813953,309
0,353.2722902304152,0,1,1,4096,DONE,2025-01-01 00:24:52.270086023,310
0,424.12340139637314,0,1,1,4096,DONE,2025-01-01 00:25:05.225695532,311
0,691.5484953292811,0,1,1,4096,DONE,2025-01-01 00:25:06.483111290,312
0,39.62817409722737,0,1,1,4096,DONE,2025-01-01 00:25:12.819788049,313
0,62.12427316139575,0,1,1,4096,DONE,2025-01-01 00:25:19.338504522,314
0,926.6264430724005,0,1,1,4096,DONE,2025-01-01 00:25:19.661730234,315
0,655.2388777790968,0,1,1,4096,DONE,2025-01-01 00:25:26.841556561,316
0,157.78588282829108,0,1,1,4096,DONE,2025-01-01 00:25:27.502213033,317
0,77.94981029519631,0,1,1,4096,DONE,2025-01-01 00:25:32.780609091,318
0,89.9686613002977,0,1,1,4096,DONE,2025-01-01 00:25:37.562734901,319
0,893.0002050830896,0,1,1,4096,DONE,2025-01-01 00:25:47.003808893,320
0,535.4723247120422,0,1,1,4096,DONE,2025-01-01 00:25:49.066939294,321
0,173.45830623156587,0,1,1,4096,DONE,2025-01-01 00:25:53.629202463,322
0,1592.3158724153604,0,1,1,4096,DONE,2025-01-01 00:25:56.179816513,323
0,135.76984549467272,0,1,1,4096,DONE,2025-01-01 00:25:56.811360202,324
0,107.8061027371005,0,1,1,4096,DONE,2025-01-01 00:25:59.352511914,325
0,38.95594828447396,0,1,1,4096,DONE,2025-01-01 00:26:08.390197423,326
0,306.12135088764876,0,1,1,4096,DONE,2025-01-01 00:26:17.001971666,327
0,1723.770964198897,0,1,1,4096,DONE,2025-01-01 00:26:25.049061511,328
0,911.624025394802,0,1,1,4096,DONE,2025-01-01 00:26:25.936881258,329
